,form_type_description,filing_date,reporting_date,company_url,company_cik
1,PREC14A	Preliminary proxy statements contested solicitations,	2022-04-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312522095108/0001193125-22-095108-index.htm,0000063908
811,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2004-05-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504077852/0001193125-04-077852-index.htm,0000063908
812,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2004-04-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504074137/0001193125-04-074137-index.htm,0000063908
813,8-K	Current report,	2004-04-27,	2004-04-27	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504070982/0001193125-04-070982-index.htm,0000063908
814,8-K	Current report,	2004-04-19,	2004-04-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000021/0000063908-04-000021-index.htm,0000063908
815,8-K	Current report,	2004-04-15,	2004-04-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000016/0000063908-04-000016-index.htm,0000063908
816,DEF 14A	Other definitive proxy statements,	2004-04-08,	2004-05-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504059171/0001193125-04-059171-index.htm,0000063908
817,8-K	Current report,	2004-03-08,	2004-03-05	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504036123/0001193125-04-036123-index.htm,0000063908
818,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2004-03-05,	2003-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504035282/0001193125-04-035282-index.htm,0000063908
819,424B2	Prospectus [Rule 424(b)(2)],	2004-03-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504035159/0001193125-04-035159-index.htm,0000063908
820,8-K	Current report,	2004-02-18,	2004-02-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000013/0000063908-04-000013-index.htm,0000063908
821,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2004-02-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506604000773/0000315066-04-000773-index.htm,0000063908
822,8-K	Current report,	2004-02-09,	2004-02-06	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000010/0000063908-04-000010-index.htm,0000063908
823,424B2	Prospectus [Rule 424(b)(2)],	2004-02-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312504015805/0001193125-04-015805-index.htm,0000063908
824,8-K	Current report,	2004-01-26,	2004-01-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000007/0000063908-04-000007-index.htm,0000063908
825,8-K	Current report,	2004-01-20,	2004-01-15	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390804000003/0000063908-04-000003-index.htm,0000063908
826,8-K	Current report,	2003-12-17,	2003-12-15	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903041234/0001047469-03-041234-index.htm,0000063908
827,8-K	Current report,	2003-12-08,	2003-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903039718/0001047469-03-039718-index.htm,0000063908
828,8-K	Current report,	2003-11-12,	2003-11-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903036921/0001047469-03-036921-index.htm,0000063908
829,10-Q	Quarterly report [Sections 13 or 15(d)],	2003-11-07,	2003-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903036401/0001047469-03-036401-index.htm,0000063908
830,8-K	Current report,	2003-11-03,	2003-11-03	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903035700/0001047469-03-035700-index.htm,0000063908
831,8-K	Current report,	2003-10-24,	2003-10-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903034230/0001047469-03-034230-index.htm,0000063908
832,8-K/A	Current report - amendment,	2003-10-08,	2003-10-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903032947/0001047469-03-032947-index.htm,0000063908
833,8-K	Current report,	2003-10-08,	2003-10-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903032890/0001047469-03-032890-index.htm,0000063908
834,8-K	Current report,	2003-09-30,	2003-09-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903032066/0001047469-03-032066-index.htm,0000063908
835,424B3	Prospectus [Rule 424(b)(3)],	2003-09-26		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903031727/0001047469-03-031727-index.htm,0000063908
836,8-K	Current report,	2003-09-15,	2003-09-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903030636/0001047469-03-030636-index.htm,0000063908
837,8-K	Current report,	2003-08-11,	2003-08-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903026973/0001047469-03-026973-index.htm,0000063908
838,10-Q	Quarterly report [Sections 13 or 15(d)],	2003-08-08,	2003-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903026735/0001047469-03-026735-index.htm,0000063908
839,8-K	Current report,	2003-07-30,	2003-07-29	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903025543/0001047469-03-025543-index.htm,0000063908
840,424B2	Prospectus [Rule 424(b)(2)],	2003-07-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312503023816/0001193125-03-023816-index.htm,0000063908
841,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2003-07-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999703031286/9999999997-03-031286-index.htm,0000063908
842,8-K	Current report,	2003-07-16,	2003-07-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903024261/0001047469-03-024261-index.htm,0000063908
843,11-K	Annual report of employee stock purchase savings and similar plans,	2003-06-26,	2002-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903022408/0001047469-03-022408-index.htm,0000063908
844,8-K	Current report,	2003-06-09,	2003-06-05	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903020809/0001047469-03-020809-index.htm,0000063908
845,424B2	Prospectus [Rule 424(b)(2)],	2003-05-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013103003032/0000950131-03-003032-index.htm,0000063908
846,8-K	Current report,	2003-05-15,	2003-05-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903018814/0001047469-03-018814-index.htm,0000063908
847,10-Q	Quarterly report [Sections 13 or 15(d)],	2003-05-13,	2003-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903018134/0001047469-03-018134-index.htm,0000063908
848,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2003-05-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903017638/0001047469-03-017638-index.htm,0000063908
849,8-K	Current report,	2003-04-29,	2003-04-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903015175/0001047469-03-015175-index.htm,0000063908
850,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2003-04-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903013715/0001047469-03-013715-index.htm,0000063908
851,8-K	Current report,	2003-04-14,	2003-04-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903013226/0001047469-03-013226-index.htm,0000063908
852,DEF 14A	Other definitive proxy statements,	2003-04-08,	2003-05-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903012417/0001047469-03-012417-index.htm,0000063908
853,8-K	Current report,	2003-04-08,	2003-04-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903012415/0001047469-03-012415-index.htm,0000063908
854,8-K	Current report,	2003-04-03,	2003-04-02	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903011788/0001047469-03-011788-index.htm,0000063908
855,8-K	Current report,	2003-03-13,	2003-03-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903008620/0001047469-03-008620-index.htm,0000063908
856,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2003-03-12,	2002-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903008450/0001047469-03-008450-index.htm,0000063908
857,424B3	Prospectus [Rule 424(b)(3)],	2003-03-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903007555/0001047469-03-007555-index.htm,0000063908
858,NO ACT	No Action Letter,	2003-02-28,	2003-01-21	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999703008258/9999999997-03-008258-index.htm,0000063908
859,8-K	Current report,	2003-02-18,	2003-02-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903005909/0001047469-03-005909-index.htm,0000063908
860,424B3	Prospectus [Rule 424(b)(3)],	2003-02-07		,,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903004403/0001047469-03-004403-index.htm,0000063908
861,8-K	Current report,	2003-01-28,	2003-01-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746903002818/0001047469-03-002818-index.htm,0000063908
862,8-K	Current report,	2002-12-17,	2002-12-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746902007298/0001047469-02-007298-index.htm,0000063908
863,8-K	Current report,	2002-12-10,	2002-12-05	,https://www.sec.gov/Archives/edgar/data/0000063908/000104746902006344/0001047469-02-006344-index.htm,0000063908
864,10-Q/A	Quarterly report [Sections 13 or 15(d)] - amendment,	2002-11-19,	2002-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102004539/0000950131-02-004539-index.htm,0000063908
865,10-Q	Quarterly report [Sections 13 or 15(d)],	2002-11-12,	2002-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102004323/0000950131-02-004323-index.htm,0000063908
866,8-K	Current report,	2002-10-25,	2002-10-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102004013/0000950131-02-004013-index.htm,0000063908
867,8-K	Current report,	2002-09-19,	2002-09-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102003563/0000950131-02-003563-index.htm,0000063908
868,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2002-09-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102003517/0000950131-02-003517-index.htm,0000063908
869,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2002-09-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999702051246/9999999997-02-051246-index.htm,0000063908
870,424B2	Prospectus [Rule 424(b)(2)],	2002-08-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102003209/0000950131-02-003209-index.htm,0000063908
871,8-K	Current report,	2002-08-13,	2002-08-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102003142/0000950131-02-003142-index.htm,0000063908
872,10-Q	Quarterly report [Sections 13 or 15(d)],	2002-08-13,	2002-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102003135/0000950131-02-003135-index.htm,0000063908
873,424B2	Prospectus [Rule 424(b)(2)],	2002-08-07		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002976/0000950131-02-002976-index.htm,0000063908
874,8-K	Current report,	2002-07-29,	2002-07-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002851/0000950131-02-002851-index.htm,0000063908
875,S-3/A	Registration statement under Securities Act of 1933 - amendment,	2002-07-22		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002767/0000950131-02-002767-index.htm,0000063908
876,S-3/A	Registration statement under Securities Act of 1933 - amendment,	2002-07-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002744/0000950131-02-002744-index.htm,0000063908
877,S-3	Registration statement under Securities Act of 1933,	2002-07-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002609/0000950131-02-002609-index.htm,0000063908
878,11-K	Annual report of employee stock purchase savings and similar plans,	2002-06-27,	2001-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000094018002001233/0000940180-02-001233-index.htm,0000063908
879,8-K	Current report,	2002-06-17,	2002-06-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102002393/0000950131-02-002393-index.htm,0000063908
880,10-Q	Quarterly report [Sections 13 or 15(d)],	2002-05-10,	2002-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001900/0000950131-02-001900-index.htm,0000063908
881,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2002-05-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001790/0000950131-02-001790-index.htm,0000063908
882,8-K	Current report,	2002-04-22,	2002-04-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001589/0000950131-02-001589-index.htm,0000063908
883,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2002-04-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001492/0000950131-02-001492-index.htm,0000063908
884,DEF 14A	Other definitive proxy statements,	2002-04-05,	2002-05-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001398/0000950131-02-001398-index.htm,0000063908
885,424B2	Prospectus [Rule 424(b)(2)],	2002-04-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001392/0000950131-02-001392-index.htm,0000063908
886,10-K405	Annual report [Sections 13 and 15(d) S-K Item 405],	2002-03-25,	2001-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102001095/0000950131-02-001095-index.htm,0000063908
887,NO ACT	No Action Letter,	2002-03-20,	2002-01-16	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999702024204/9999999997-02-024204-index.htm,0000063908
888,424B4	Prospectus [Rule 424(b)(4)],	2002-03-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000990/0000950131-02-000990-index.htm,0000063908
889,S-3/A	Registration statement under Securities Act of 1933 - amendment,	2002-03-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000900/0000950131-02-000900-index.htm,0000063908
890,NO ACT	No Action Letter,	2002-03-13,	2002-01-07	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999702021205/9999999997-02-021205-index.htm,0000063908
891,424B2	Prospectus [Rule 424(b)(2)],	2002-02-21		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000644/0000950131-02-000644-index.htm,0000063908
892,S-3	Registration statement under Securities Act of 1933,	2002-02-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000590/0000950131-02-000590-index.htm,0000063908
893,8-K	Current report,	2002-02-14,	2002-02-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000488/0000950131-02-000488-index.htm,0000063908
894,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2002-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506602000804/0000315066-02-000804-index.htm,0000063908
895,8-K	Current report,	2002-01-25,	2002-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000095016802000062/0000950168-02-000062-index.htm,0000063908
896,424B2	Prospectus [Rule 424(b)(2)],	2002-01-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013102000093/0000950131-02-000093-index.htm,0000063908
897,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2002-01-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999702025213/9999999997-02-025213-index.htm,0000063908
898,8-K	Current report,	2001-12-17,	2001-12-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101504542/0000950131-01-504542-index.htm,0000063908
899,10-Q	Quarterly report [Sections 13 or 15(d)],	2001-11-09,	2001-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101504054/0000950131-01-504054-index.htm,0000063908
900,8-K	Current report,	2001-10-30,	2001-10-29	,https://www.sec.gov/Archives/edgar/data/0000063908/000102140801508974/0001021408-01-508974-index.htm,0000063908
901,8-K	Current report,	2001-10-23,	2001-10-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000094018001500452/0000940180-01-500452-index.htm,0000063908
902,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2001-10-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101503787/0000950131-01-503787-index.htm,0000063908
903,S-8	Securities to be offered to employees in employee benefit plans,	2001-10-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101503783/0000950131-01-503783-index.htm,0000063908
904,8-K	Current report,	2001-09-20,	2001-09-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000102140801507067/0001021408-01-507067-index.htm,0000063908
905,10-Q	Quarterly report [Sections 13 or 15(d)],	2001-08-10,	2001-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101502830/0000950131-01-502830-index.htm,0000063908
906,8-K	Current report,	2001-07-26,	2001-07-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101502415/0000950131-01-502415-index.htm,0000063908
907,8-K	Current report,	2001-07-13,	2001-07-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101502288/0000950131-01-502288-index.htm,0000063908
908,424B2	Prospectus [Rule 424(b)(2)],	2001-07-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101502143/0000950131-01-502143-index.htm,0000063908
909,11-K	Annual report of employee stock purchase savings and similar plans,	2001-06-21,	2000-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501958/0000950131-01-501958-index.htm,0000063908
910,8-K	Current report,	2001-06-19,	2001-06-15	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501924/0000950131-01-501924-index.htm,0000063908
911,424B2	Prospectus [Rule 424(b)(2)],	2001-06-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501701/0000950131-01-501701-index.htm,0000063908
912,424B2	Prospectus [Rule 424(b)(2)],	2001-05-30		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501671/0000950131-01-501671-index.htm,0000063908
913,10-Q	Quarterly report [Sections 13 or 15(d)],	2001-05-10,	2001-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501320/0000950131-01-501320-index.htm,0000063908
914,S-3	Registration statement under Securities Act of 1933,	2001-05-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101501108/0000950131-01-501108-index.htm,0000063908
915,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2001-04-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500932/0000950131-01-500932-index.htm,0000063908
916,8-K	Current report,	2001-04-23,	2001-04-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500829/0000950131-01-500829-index.htm,0000063908
917,424B2	Prospectus [Rule 424(b)(2)],	2001-04-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500683/0000950131-01-500683-index.htm,0000063908
918,DEF 14A	Other definitive proxy statements,	2001-04-05,	2001-05-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500546/0000950131-01-500546-index.htm,0000063908
919,10-K405	Annual report [Sections 13 and 15(d) S-K Item 405],	2001-03-23,	2000-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500282/0000950131-01-500282-index.htm,0000063908
920,8-K	Current report,	2001-03-19,	2001-03-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101500165/0000950131-01-500165-index.htm,0000063908
921,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2001-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506601000517/0000315066-01-000517-index.htm,0000063908
922,8-K	Current report,	2001-02-01,	2001-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013101000611/0000950131-01-000611-index.htm,0000063908
923,10-Q	Quarterly report [Sections 13 or 15(d)],	2000-11-08,	2000-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100006172/0000950131-00-006172-index.htm,0000063908
924,8-K	Current report,	2000-10-27,	2000-10-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100005910/0000950131-00-005910-index.htm,0000063908
925,10-Q	Quarterly report [Sections 13 or 15(d)],	2000-08-11,	2000-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100004816/0000950131-00-004816-index.htm,0000063908
926,8-K	Current report,	2000-07-28,	2000-07-25	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390800000012/0000063908-00-000012-index.htm,0000063908
927,424B2	Prospectus [Rule 424(b)(2)],	2000-06-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390800000010/0000063908-00-000010-index.htm,0000063908
928,S-8	Securities to be offered to employees in employee benefit plans,	2000-05-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100003278/0000950131-00-003278-index.htm,0000063908
929,S-8	Securities to be offered to employees in employee benefit plans,	2000-05-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100003277/0000950131-00-003277-index.htm,0000063908
930,10-Q	Quarterly report [Sections 13 or 15(d)],	2000-05-08,	2000-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100003126/0000950131-00-003126-index.htm,0000063908
931,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2000-05-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002999/0000950131-00-002999-index.htm,0000063908
932,8-K	Current report,	2000-04-28,	2000-04-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002885/0000950131-00-002885-index.htm,0000063908
933,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2000-04-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002787/0000950131-00-002787-index.htm,0000063908
934,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2000-04-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002786/0000950131-00-002786-index.htm,0000063908
935,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2000-04-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002785/0000950131-00-002785-index.htm,0000063908
936,DEF 14A	Other definitive proxy statements,	2000-04-10,	2000-05-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002517/0000950131-00-002517-index.htm,0000063908
937,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2000-03-28,	1999-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100002087/0000950131-00-002087-index.htm,0000063908
938,424B2	Prospectus [Rule 424(b)(2)],	2000-03-07		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390800000006/0000063908-00-000006-index.htm,0000063908
939,424B2	Prospectus [Rule 424(b)(2)],	2000-03-07		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390800000005/0000063908-00-000005-index.htm,0000063908
940,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2000-02-11		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031898900000038/0000318989-00-000038-index.htm,0000063908
941,8-K	Current report,	2000-02-02,	2000-01-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100000645/0000950131-00-000645-index.htm,0000063908
942,424B3	Prospectus [Rule 424(b)(3)],	2000-01-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000095013100000015/0000950131-00-000015-index.htm,0000063908
